TASK_GROUP	TASK_ID_FIRST	TASK_ID_LAST	TASK_NAME	TASK_OVERDATE	SYNC_FLAG	CLIENT_FLAG	TASK_DESCRIBE
7696	1	20	Task Vấn Đáp(3-Lì xì 2016)				
7697	1	20	Task Bảo Trì S10				
7698	1	20	Task Thưởng Thăng Cấp 110 trở lên				
7699	1	20	Task Già Lam Kinh				
7700	1	20	Task Sự Kiện Tháng 2/2016				
7701	1	20	Task Kinh Mạch				
7705	1	20	Task Hoa Sơn Luận Kiếm				
7175	1	20	Task Linh Tinh (10-Thú Nuôi)				
7176	1	20	Task Bảo Trì				
7177	1	20	Task Trảm Tướng (1,2-Task Thưởng Ngày Lửa Trại,3-Ruong Thu Nuoi (TOP))				
7720	1	20	Task Chức Vị				
7721	1	20	Task Reset Về Cấp 89(1,2,3)				
7722	1	20	Task Đền Bù Bảo Trì (Từ 30/04)				
7723	1	20	Task Gỡ Bomb				
7724	1	20	Task Thưởng Top Tuần (5-8)				
7725	1	20	Task Chức Vị				
7726	1	20	Task Chức Vị				
7727	1	20	Task Chức Vị				
7728	1	20	Task Loạn Chiến Cốc (1,2)				
7729	1	20	Task Mua LB Uy Danh Giang Hồ(1,2)	1	0		
7730	1	20	Task Chức Vị(19,20-Task Ôn Tuyền Ngày,Số Lần, 10-Task TOP Tuần 1, 15,16-Task Bái Kiến Thành Chủ, 17-Thời gian Chuột Phải vào HT, 18-Task nhận quà Kết Bạn FB, 14-Task Rượu Công Thành)				
